doc_id,n_sentences,n_tokens,n_words,dct,title,n_chars,n_paragraphs,mean_words_per_sentence,n_entities,categories,cache_file
wn-0314,14,412,375,2008-06-08,NASA's Phoenix spacecraft having trouble analyzing soil samples,2141,5,26.79,27,phoenix mission|mars|chemistry|space|nasa|science and technology,wn-0314.spacy
wn-0315,13,314,278,2008-06-09,Long March 3B rocket launches Chinasat-9 satellite,1709,4,21.38,32,china|space|france,wn-0315.spacy
wn-0316,16,339,293,2008-06-11,Delta II rocket launches GLAST observatory,1690,4,18.31,46,france|germany|japan|united states|black holes|italy|sweden|supermassive black holes|space,wn-0316.spacy
wn-0317,23,588,518,2008-06-11,NASA's Phoenix Lander has an oven full of Martian soil,2912,8,22.52,34,"arizona|mars|north america|phoenix mission|united states|chemistry|university of arizona|tucson, arizona|space|nasa|science and technology",wn-0317.spacy
wn-0318,22,553,477,2008-06-12,Ariane rocket launches Skynet and Turksat spacecraft,2924,6,21.68,62,united kingdom|europe|france|turkey|space|asia,wn-0318.spacy
wn-0319,9,204,179,2008-06-19,Kosmos-3M rocket launches six Orbcomm satellites,1096,3,19.89,26,southern federal district|europe|russia|germany|space|united states|science and technology|soyuz programme,wn-0319.spacy
wn-0320,10,216,186,2008-06-20,Jason-2 satellite launched to measure sea levels,1105,3,18.6,27,france|physics|california|space|united states|marine science|science and technology,wn-0320.spacy
wn-0321,11,260,223,2008-06-20,NASA: White substance photographed by Phoenix lander on Mars 'must have been ice',1304,5,20.27,22,"arizona|mars|north america|phoenix mission|united states|chemistry|university of arizona|tucson, arizona|space|nasa|science and technology",wn-0321.spacy
wn-0322,14,432,385,2008-06-23,Phoenix lander confirms presence of water ice on Mars,2196,7,27.5,39,"europe|arizona|european space agency|mars|north america|phoenix mission|united states|chemistry|university of arizona|tucson, arizona|space|nasa|science and technology",wn-0322.spacy
wn-0323,10,220,188,2008-06-26,NASA says Martian soil could sustain life,1121,6,18.8,16,europe|european space agency|mars|north america|phoenix mission|united states|chemistry|space|nasa|science and technology,wn-0323.spacy
wn-0324,4,143,128,2008-06-27,Asteroid slammed into Mars' northern hemisphere,780,4,32.0,16,mars reconnaissance orbiter|physics|mars|north america|space|united states|nasa|science and technology,wn-0324.spacy
wn-0325,12,313,270,2008-06-27,Proton rocket launches Prognoz satellite,1552,4,22.5,33,europe|russia|kazakhstan|baikonur cosmodrome|space|nuclear weapons|asia,wn-0325.spacy
wn-0326,13,329,285,2008-07-01,Ulysses spacecraft retires after 17 year mission,1737,4,21.92,33,europe|european space agency|space|united states|nasa|nuclear technology,wn-0326.spacy
wn-0327,26,650,555,2008-07-07,40th Ariane 5 rocket launches ProtoStar-1 and Badr-6 satellites,3405,6,21.35,69,europe|france|bermuda|atlantic ocean|european space agency|north america|united states|saudi arabia|asia|south america|space|french guiana,wn-0327.spacy
wn-0328,21,436,374,2008-07-16,Zenit-3SL rocket launches Echostar XI satellite,2274,5,17.81,53,norway|ukraine|russia|baikonur cosmodrome|north america|space|united states,wn-0328.spacy
wn-0329,73,2225,1960,2008-07-18,"Searching for asteroids, extraterrestrial life a little more rocky: Budget cuts threaten to close Arecibo, world's largest radio telescope",11926,25,26.85,222,puerto rico|cornell university|astronomy|national science foundation|space|science and technology|education,wn-0329.spacy
wn-0330,10,237,208,2008-07-22,Kosmos-3M launches final SAR-Lupe satellite,1218,3,20.8,28,europe|russia|germany|space|science and technology|northwestern federal district,wn-0330.spacy
wn-0331,18,482,426,2008-08-01,NASA to extend the Phoenix probe mission by 5 weeks,2381,7,23.67,43,phoenix mission|mars|chemistry|space|united states|science and technology,wn-0331.spacy
wn-0332,34,983,867,2008-08-03,Falcon 1 rocket fails during third launch attempt,5188,8,25.5,98,malaysia|falcon 9|canada|united states|spacex|star trek|falcon 1|apollo program|marshall islands|micronesia|elon musk|space|science and technology,wn-0332.spacy
wn-0333,28,693,602,2008-08-05,NASA denies rumors of finding life on Mars,3606,9,21.5,63,mars|north america|phoenix mission|united states|biology|chemistry|space|nasa|science and technology,wn-0333.spacy
wn-0334,22,486,424,2008-08-14,Ariane 5 rocket launches Superbird 7 and AMC-21 satellites,2530,7,19.27,53,europe|france|luxembourg|north america|japan|united states|asia|south america|space,wn-0334.spacy
wn-0335,19,458,394,2008-08-21,Iran tries to launch satellite with Safir carrier rocket,2377,8,20.74,45,space|iran,wn-0335.spacy
wn-0336,9,320,291,2008-08-31,NASA considers continuing shuttle use after 2010,1722,4,32.33,33,north america|united states|oceania|soyuz programme|international space station|marshall islands|micronesia|space|nasa|science and technology,wn-0336.spacy
wn-0337,11,262,222,2008-09-27,Chinese astronaut walks in space,1241,5,20.18,23,extra-vehicular activity|china|space|science and technology|asia,wn-0337.spacy
wn-0338,30,846,756,2008-09-29,SpaceX rocket successfully orbits on fourth attempt,4512,10,25.2,77,falcon 9|north america|united states|spacex|dragon (spacecraft)|international space station|falcon 1|science and technology|space|elon musk,wn-0338.spacy
wn-0339,15,409,362,2008-10-19,NASA mission to map the boundary of solar system,2213,5,24.13,33,boston university|physics|north america|united states|nasa|science and technology,wn-0339.spacy
wn-0340,11,311,278,2008-10-22,India's first lunar mission launched,1690,4,25.27,36,geology|chemistry|asia|sriharikota|india|the moon|space|andhra pradesh|science and technology,wn-0340.spacy
wn-0341,20,433,384,2008-10-29,Mars orbiter finds widespread evidence of water-bearing minerals,2368,7,19.2,41,mars|mars reconnaissance orbiter|united states|jet propulsion laboratory|chemistry|extraterrestrial water|space|nasa|science and technology,wn-0341.spacy
wn-0342,13,292,256,2008-11-09,Indian spacecraft Chandrayaan-1 enters moon orbit,1512,4,19.69,39,sriharikota|india|the moon|space|science and technology|asia,wn-0342.spacy
wn-0343,12,282,246,2008-11-11,NASA calls end to Mars Phoenix mission,1509,7,20.5,32,"arizona|mars|north america|phoenix mission|united states|chemistry|university of arizona|tucson, arizona|space|nasa|science and technology",wn-0343.spacy
wn-0344,21,534,467,2008-11-15,India's flag lands on Moon,2799,7,22.24,64,india|the moon|chemistry|space|geology|science and technology|asia,wn-0344.spacy
wn-0345,18,529,461,2008-11-24,SpaceX successfully test fires Falcon 9 rocket in Texas,2691,5,25.61,61,"waco, texas|falcon 9|north america|united states|spacex|texas|dragon (spacecraft)|science and technology|space|elon musk",wn-0345.spacy
wn-0346,11,214,178,2008-12-01,Space Shuttle Endeavour lands in California,1130,6,16.18,24,international space station|north america|california|space|united states|nasa|science and technology,wn-0346.spacy
wn-0347,21,327,275,2008-12-05,"Wikinews Shorts: December 6, 2008",1635,15,13.1,37,nasa|europe|france|jewellery|germany|mars|north america|canada|afghanistan|asia|nato|2008 financial crisis|economy and business|space|crime and law,wn-0347.spacy
wn-0348,18,446,398,2008-12-07,Launch of NASA's Mars Science Laboratory rover delayed until 2011,2300,3,22.11,41,space|nasa|science and technology|mars,wn-0348.spacy
wn-0349,19,454,398,2009-01-02,NASA issues survivability report on Columbia crash,2473,7,20.95,14,iain macdonald (wikinewsie)|disasters and accidents|north america|space|united states|nasa,wn-0349.spacy
wn-0350,8,198,179,2009-02-05,"MySpace removes 90,000 sex offenders",1180,4,22.38,18,myspace|united states|richard blumenthal|world|crime and law|science and technology|internet,wn-0350.spacy
wn-0351,10,241,214,2009-02-13,Russian and US satellites collide,1349,5,21.4,27,iain macdonald (wikinewsie)|russia|orbital debris|disasters and accidents|space|united states|nasa|siberia,wn-0351.spacy
wn-0352,26,622,535,2009-02-15,Burning debris from satellites spotted over several US cities,3225,8,20.58,59,"waco, texas|disasters and accidents|north america|new mexico|kentucky|united states|texas|orbital debris|houston|russia|space|science and technology",wn-0352.spacy
wn-0353,8,254,227,2009-02-16,"North Korea says it's preparing to launch space program, denies preparations to test missile",1339,5,28.38,17,politics and conflicts|korean peninsula|north korea|korean central news agency|space|science and technology|asia,wn-0353.spacy
wn-0354,33,826,702,2009-02-16,US military says 'fireballs' spotted over Texas are not related to satellite collision,4247,12,21.27,78,"waco, texas|europe|disasters and accidents|north america|new mexico|kentucky|united states|texas|orbital debris|houston|russia|space|federal aviation administration|science and technology",wn-0354.spacy
wn-0355,12,447,406,2009-02-17,General relativity effect confirmed: satellite experiment,2507,6,33.83,23,space|nasa|science and technology|physics,wn-0355.spacy
wn-0356,15,405,350,2009-02-22,Launch of space shuttle Discovery delayed indefinitely,2103,5,23.33,45,international space station|north america|space shuttle discovery|space|united states|nasa|science and technology,wn-0356.spacy
wn-0357,13,356,316,2009-02-23,New comet to be visible to naked eye for several days,1733,6,24.31,34,comets|taiwan|swift gamma-ray burst mission|space|world|science and technology|astronomy,wn-0357.spacy
wn-0358,13,296,254,2009-02-24,Rocket carrying NASA carbon dioxide satellite crashes into ocean,1595,5,19.54,23,disasters and accidents|climate change|north america|southern ocean|united states|pacific ocean|chemistry|space|nasa|science and technology,wn-0358.spacy
wn-0359,17,437,377,2009-03-07,NASA sets launch date for Space Shuttle Discovery,2258,6,22.18,50,international space station|north america|space shuttle discovery|space|united states|nasa|science and technology,wn-0359.spacy
wn-0360,17,445,390,2009-03-07,NASA successfully launches Kepler Telescope,2328,8,22.94,45,kepler telescope|physics|space|united states|nasa|science and technology|astronomy,wn-0360.spacy
wn-0361,8,255,228,2009-03-10,North Korea warns airlines over satellite fears,1430,6,28.5,28,south korea|asia|politics and conflicts|korean peninsula|north korea|air canada|space|aviation|science and technology|asiana airlines,wn-0361.spacy
wn-0362,16,362,314,2009-03-12,Launch of Space Shuttle Discovery further delayed,1859,6,19.62,42,international space station|space shuttle discovery|space|nasa|science and technology,wn-0362.spacy
wn-0363,7,200,165,2009-03-12,"Space debris threatened International Space Station, astronauts temporarily evacuated",1017,5,23.57,22,international space station|disasters and accidents|space|orbital debris|science and technology|soyuz programme,wn-0363.spacy
wn-0364,14,382,329,2009-03-15,Space Shuttle Discovery successfully launches after a month of delays,1923,5,23.5,44,international space station|north america|space shuttle discovery|space|united states|nasa|science and technology,wn-0364.spacy
wn-0365,15,390,318,2009-03-25,Comedian Stephen Colbert wins NASA space station name contest,1853,10,21.2,42,comedy|north america|television|united states|media|politics and conflicts|comedy central|international space station|culture and entertainment|space|nasa|science and technology,wn-0365.spacy
wn-0366,16,375,312,2009-03-27,New Jersey teen faces child porn charges for posting nude photos of herself online,1868,10,19.5,29,new jersey|free speech|sex crimes|north america|united states|internet|myspace|child pornography|university of pennsylvania|pornography|crime and law,wn-0366.spacy
wn-0367,11,276,247,2009-03-27,North Korea missile launch looks imminent,1462,7,22.45,24,south korea|japan|united states|asia|politics and conflicts|korean peninsula|north korea|space|science and technology,wn-0367.spacy
wn-0368,9,212,184,2009-03-29,Space Shuttle Discovery lands in Florida,1110,4,20.44,19,international space station|florida|north america|space shuttle discovery|space|united states|nasa,wn-0368.spacy
wn-0369,15,261,220,2009-03-31,Fireball lights up sky across Canadian prairies,1340,6,14.67,16,canada|north america|space|saskatchewan|science and technology|alberta|university of calgary,wn-0369.spacy
wn-0370,8,218,185,2009-04-05,Massive ice shelf expected to break away from Antarctica,1105,5,23.12,24,antarctica|european space agency|climate change,wn-0370.spacy
wn-0371,15,398,338,2009-04-05,North Korea launches rocket,2059,7,22.53,52,south korea|china|japan|nuclear proliferation|nuclear weapons|united states|north america|asia|korean peninsula|north korea|space,wn-0371.spacy
wn-0372,14,323,275,2009-04-21,Discovery of smallest exoplanet yields 'extraordinary' find,1596,5,19.64,30,exoplanets|space|physics|science and technology|astronomy,wn-0372.spacy
wn-0373,14,387,345,2009-04-29,Aurora Borealis caused by electrical space tornadoes,2220,7,24.64,25,tornadoes|canada|physics|north america|space|united states|nasa|science and technology,wn-0373.spacy
wn-0374,16,382,337,2009-05-12,NASA launches Space Shuttle Atlantis,2032,5,21.06,42,hubble space telescope|florida|north america|space|united states|nasa|science and technology,wn-0374.spacy
wn-0375,19,517,432,2009-05-15,ESA launches Herschel Space Observatory and Planck Satellite,2656,8,22.74,62,europe|france|european space agency|physics|astronomy|united kingdom|south america|comets|space|nasa|science and technology,wn-0375.spacy
wn-0376,15,285,256,2009-05-24,Space Shuttle Atlantis lands safely at Edwards Air Force Base,1510,5,17.07,33,space|north america|hubble space telescope|united states|nasa|science and technology,wn-0376.spacy
wn-0377,12,347,287,2009-05-28,Soyuz TMA-15 launches crew to International Space Station,1754,7,23.92,53,europe|south korea|baikonur cosmodrome|north america|canada|soyuz programme|korean peninsula|international space station|belgium|russia|kazakhstan|space|nasa|science and technology,wn-0377.spacy
wn-0378,18,398,355,2009-06-13,NASA cancels launch of Space Shuttle Endeavour,2146,6,19.72,53,tim kopra|international space station|north america|space|united states|nasa|science and technology,wn-0378.spacy
wn-0379,10,326,288,2009-06-18,NASA launches two space probes to the moon,1660,5,28.8,37,north america|weather|united states|chemistry|astronomy|the moon|space|nasa|science and technology,wn-0379.spacy
wn-0380,7,217,199,2009-06-25,Saturn moon may contain liquid water,1186,4,28.43,9,science and technology|saturn (planet)|extraterrestrial water|space|biology|chemistry,wn-0380.spacy
wn-0381,11,222,190,2009-07-03,ESA launches largest commercial telecom satellite,1198,3,17.27,27,europe|france|european space agency|united states|united kingdom|south america|space|nasa|science and technology,wn-0381.spacy
wn-0382,13,321,279,2009-07-11,Space Shuttle Endeavour's launchpad struck by lightning delaying launch,1646,5,21.46,29,weather|space|nasa|science and technology,wn-0382.spacy
wn-0383,12,281,245,2009-07-17,Delayed Endeavour carries Japanese lab to International Space Station,1510,8,20.42,37,florida|physics|north america|japan|united states|asia|international space station|space|nasa|science and technology,wn-0383.spacy
wn-0384,20,403,355,2009-07-20,Fortieth anniversary of first manned Moon landing,2040,5,17.75,51,buzz aldrin|michael collins (astronaut)|neil armstrong|australia|mars|north america|united states|oceania|barack obama|apollo program|culture and entertainment|australian capital territory|space|nasa|the moon|canberra,wn-0384.spacy
wn-0385,17,404,351,2009-07-21,"Black spot on Jupiter is impact site, says NASA",2017,6,20.65,44,australia|new south wales|north america|hawaii|united states|oceania|jet propulsion laboratory|jupiter|space|nasa,wn-0385.spacy
wn-0386,18,271,241,2009-08-27,Extrasolar planet will most probably fall into its star,1388,5,13.39,29,united kingdom|exoplanets|science and technology|space|physics|university of st andrews|astronomy,wn-0386.spacy
wn-0387,15,338,296,2009-09-22,Images show new dimension to Saturn's rings,1671,7,19.73,38,geology|saturn (planet)|space|nasa|science and technology|astronomy,wn-0387.spacy
wn-0388,31,576,493,2009-10-07,"New ring discovered around Saturn, could explain dark side of its moon",2759,9,15.9,55,saturn (planet)|comets|space|physics|science and technology|astronomy,wn-0388.spacy
wn-0389,12,331,296,2009-10-18,IBEX satellite releases first all sky map,1791,4,24.67,22,physics|space|united states|nasa|science and technology|astronomy,wn-0389.spacy
wn-0390,13,359,314,2009-10-29,NASA completes successful test flight of new Ares IX rocket,1874,4,24.15,40,international space station|physics|north america|orion spacecraft|united states|nasa|science and technology|george w. bush,wn-0390.spacy
wn-0391,11,236,211,2009-11-10,Prospects for a space elevator rise,1217,6,19.18,15,space|robotics|nasa,wn-0391.spacy
wn-0392,37,787,692,2009-11-14,NASA mission finds water on the Moon,3943,8,18.7,66,buzz aldrin|neil armstrong|iain macdonald (wikinewsie)|north america|mars|united states|chemistry|extraterrestrial water|the moon|space|nasa|science and technology,wn-0392.spacy
wn-0393,9,217,193,2009-11-18,"Russia may delay launch of ""Angara"" rocket due to funding cuts",1131,4,21.44,16,space|russia|science and technology,wn-0393.spacy
wn-0394,9,190,166,2009-11-22,Astronaut's baby born 200 miles below him,989,5,18.44,28,international space station|north america|space|united states|nasa|science and technology,wn-0394.spacy
wn-0395,24,516,445,2009-12-10,Hubble telescope spots oldest galaxies ever seen,2593,12,18.54,47,europe|space|european space agency|north america|united states|astronomy|hubble space telescope|university of edinburgh|nasa|science and technology,wn-0395.spacy
wn-0396,21,434,373,2009-12-19,NASA flyby of Saturn moon Titan produces first image of liquid on another world,2130,7,17.76,42,iain macdonald (wikinewsie)|titan (moon)|united states|jet propulsion laboratory|chemistry|astronomy|saturn (planet)|space|nasa|science and technology,wn-0396.spacy
wn-0397,17,416,353,2010-01-14,Cocaine found at Kennedy Space Center,2120,9,20.76,25,drugs|florida|north america|crime and law|space|united states|nasa|cocaine,wn-0397.spacy
wn-0398,15,398,344,2010-03-02,"NASA scientist: Chile earthquake may have shifted Earth's axis, shortened day",2035,6,22.93,43,writing contest 2010|bloomberg news|earth|tempodivalse (wwc2010)|jet propulsion laboratory|2010 chile earthquake|chile|space|nasa|earthquakes,wn-0398.spacy
wn-0399,15,369,331,2010-03-07,Paleontologists reaffirm the cause of dino extinction,2032,6,22.07,22,writing contest 2010|natural disasters|disasters and accidents|north america|weather|geology|chemistry|environment|mexico|space|biology|science and technology|dinosaurs|poeticverse (wwc2010),wn-0399.spacy
wn-0400,11,299,262,2010-04-03,Space shuttle Discovery cleared for Monday launch,1569,4,23.82,36,c628 (wikinewsie)|c628 (wwc2010)|writing contest 2010|north america|space shuttle discovery|united states|international space station|space|nasa|science and technology,wn-0400.spacy
wn-0401,19,600,535,2010-04-16,US unveils revived space exploration program,3086,6,28.16,52,c628 (wikinewsie)|c628 (wwc2010)|writing contest 2010|florida|space|north america|united states|oceania|barack obama|kennedy space center|international space station|marshall islands|micronesia|orion spacecraft|the moon|nasa|science and technology,wn-0401.spacy
wn-0402,13,382,327,2010-04-25,"Stephen Hawking: aliens 'almost certain to exist,' could invade Earth",2056,8,25.15,27,united kingdom|europe|culture and entertainment|space|hubble space telescope|science and technology|stephen hawking|astronomy,wn-0402.spacy
wn-0403,12,264,225,2010-05-14,Space Shuttle Atlantis launches for the final time,1297,6,18.75,38,north america|twitter|united states|orbital debris|kennedy space center|international space station|space shuttle atlantis|space|nasa|science and technology,wn-0403.spacy
wn-0404,8,168,144,2010-05-24,Nicolaus Copernicus buried again,944,4,18.0,20,europe|religion|roman catholic church|history|astronomy|society|christianity|archaeology|poland|science and technology,wn-0404.spacy
wn-0405,12,244,200,2010-05-27,Atlantis lands at Kennedy Space Center,1204,4,16.67,29,international space station|space shuttle atlantis|north america|space|united states|nasa|science and technology|kennedy space center,wn-0405.spacy
wn-0406,17,429,370,2010-06-04,SpaceX launches first Falcon 9 rocket,2253,7,21.76,53,falcon 9|florida|north america|united states|spacex|dragon (spacecraft)|kennedy space center|international space station|elon musk|space|nasa|science and technology,wn-0406.spacy
wn-0407,12,311,273,2010-06-06,Large fireball observed after object strikes Jupiter,1554,6,22.75,34,space|jupiter|science and technology|astronomy,wn-0407.spacy
wn-0408,21,430,353,2010-06-07,Men isolated to mimic Mars flight,2043,6,16.81,44,space|european space agency|mars|mental health|moscow|russia|health|kayau (wikinewsie)|science and technology,wn-0408.spacy
wn-0409,17,343,293,2010-06-10,South Korean Naro-1 space rocket explodes after take-off,1773,8,17.24,41,korean peninsula|south korea|space|science and technology|asia,wn-0409.spacy
wn-0410,15,326,284,2010-06-21,Ailing social networking website MySpace loses co-president after four months,1737,4,18.93,48,myspace|bebo|economy and business|aol|science and technology|internet,wn-0410.spacy
wn-0411,10,254,224,2010-07-02,Progress spacecraft fails to dock with International Space Station,1415,4,22.4,20,international space station|europe|russia|north america|space|united states|nasa,wn-0411.spacy
wn-0412,9,215,186,2010-07-05,Overdue supply ship docks with International Space Station,1105,4,20.67,16,international space station|russia|space|united states|nasa,wn-0412.spacy
wn-0413,19,394,339,2010-07-12,Rosetta spacecraft passes Lutetia asteroid,2069,6,17.84,33,nasa|europe|european space agency|united states|geology|chemistry|rosetta mission|comets|space|physics|science and technology,wn-0413.spacy
wn-0414,20,450,379,2010-07-21,Astronomers discover largest star on record,2303,10,18.95,31,europe|space|physics|astronomy|european southern observatory|very large telescope|chile|hubble space telescope|nasa|science and technology|university of sheffield,wn-0414.spacy
wn-0415,13,255,227,2010-08-03,Emergency spacewalks planned to fix International Space Station,1399,5,17.46,31,extra-vehicular activity|international space station|russia|roscosmos|space|united states|nasa|science and technology,wn-0415.spacy
wn-0416,9,229,200,2010-08-03,Northern lights may appear across Canada and northern U.S. late Tuesday night,1211,4,22.22,25,nasa|europe|north america|space|physics|science and technology|astronomy,wn-0416.spacy
wn-0417,12,322,285,2010-08-09,Technical troubles hold up International Space Station repairs,1748,10,23.75,24,europe|north america|united states|extra-vehicular activity|international space station|russia|space|nasa|science and technology,wn-0417.spacy
wn-0418,11,241,214,2010-08-20,Scientists conclude that the universe may expand forever,1297,7,19.45,13,hubble space telescope|nasa|north america|united states|jet propulsion laboratory|astronomy|space|physics|science and technology,wn-0418.spacy
wn-0419,11,239,213,2010-08-22,Scientists say the moon is slowly shrinking,1274,6,19.36,13,nasa|north america|united states|astronomy|apollo program|the moon|space|physics|science and technology,wn-0419.spacy
wn-0420,14,324,279,2010-08-25,Astronomers discover large exo-solar system,1655,6,19.93,18,exoplanets|science and technology|space|university of st andrews|astronomy,wn-0420.spacy
wn-0421,15,297,261,2010-09-19,Jupiter at its brightest in 47 years,1453,7,17.4,28,jupiter|space|physics|science and technology|astronomy,wn-0421.spacy
wn-0422,14,339,295,2010-10-01,NASA's new space capsule to be ready for test flights by 2013,1765,8,21.07,33,mars|north america|united states|international space station|orion spacecraft|space|the moon|nasa|science and technology,wn-0422.spacy
wn-0423,11,307,267,2010-10-01,New planet found in 'Habitable Zone',1598,5,24.27,14,exoplanets|north america|california|space|united states|science and technology|astronomy,wn-0423.spacy
wn-0424,9,195,172,2010-10-03,China launches Chang'e 2 lunar probe,979,5,19.11,29,the moon|china|space|science and technology|asia,wn-0424.spacy
wn-0425,14,315,283,2010-10-06,Remaining Expedition 25 crew to launch to International Space Station,1759,5,20.21,30,europe|european space agency|baikonur cosmodrome|north america|united states|soyuz programme|asia|international space station|kazakhstan|space|nasa|science and technology,wn-0425.spacy
wn-0426,8,164,144,2010-10-09,Remaining Expedition 25 crew launch to space,880,5,18.0,31,european space agency|baikonur cosmodrome|soyuz programme|asia|international space station|russia|kazakhstan|space|nasa|science and technology,wn-0426.spacy
wn-0427,10,222,193,2010-10-15,Brazilian astronomers propose new model of our galaxy,1097,6,19.3,13,south america|space|brazil|physics|science and technology|astronomy,wn-0427.spacy
wn-0428,10,197,174,2010-10-30,Final launch of Space Shuttle Discovery delayed another day,1090,5,17.4,24,international space station|north america|space shuttle discovery|space|united states|nasa|science and technology,wn-0428.spacy
wn-0429,10,207,183,2010-11-03,Final launch of Space Shuttle Discovery delayed until at least Thursday,1149,7,18.3,22,international space station|space shuttle discovery|space|nasa|science and technology,wn-0429.spacy
wn-0430,11,229,195,2010-11-23,SpaceX Dragon spacecraft certified by US Federal Aviation Administration,1246,5,17.73,32,falcon 9|north america|california|united states|spacex|dragon (spacecraft)|international space station|economy and business|space|federal aviation administration|nasa|science and technology,wn-0430.spacy
wn-0431,8,176,149,2010-11-26,Russian Soyuz space capsule lands safely with crew,956,6,18.62,32,europe|north america|united states|soyuz programme|asia|international space station|kazakhstan|russia|space|nasa|science and technology,wn-0431.spacy
wn-0432,13,318,282,2010-12-16,Expedition 26 crew blast off to space station,1744,6,21.69,38,europe|european space agency|baikonur cosmodrome|north america|united states|italy|soyuz programme|international space station|russia|kazakhstan|space|roscosmos|nasa|science and technology,wn-0432.spacy
wn-0433,7,226,194,2011-01-11,"Moon water possibly originated from comets, data shows",1208,6,27.71,23,north america|connecticut|united states|chemistry|extraterrestrial water|astronomy|apollo program|the moon|comets|space|nasa|science and technology,wn-0433.spacy
wn-0434,11,227,200,2011-01-19,"NASA astronaut Tim Kopra, crew member of upcoming mission, sustains injury",1183,4,18.18,21,international space station|space|north america|tim kopra|united states|nasa,wn-0434.spacy
wn-0435,13,274,233,2011-01-21,Injured NASA astronaut replaced on crew of upcoming mission,1451,6,17.92,31,international space station|space|north america|tim kopra|united states|nasa,wn-0435.spacy
wn-0436,22,555,488,2011-02-25,Space Shuttle Discovery launches on final mission,2938,8,22.18,53,international space station|florida|north america|space shuttle discovery|space|nasa|science and technology|kennedy space center,wn-0436.spacy
wn-0437,15,453,406,2011-02-26,Space Shuttle Discovery arrives at International Space Station,2480,10,27.07,46,international space station|robotics|north america|space shuttle discovery|space|united states|nasa|science and technology,wn-0437.spacy
wn-0438,16,423,365,2011-03-10,Space Shuttle Discovery lands for final time,2263,8,22.81,50,florida|space|north america|united states|kennedy space center|international space station|space shuttle discovery|nasa|science and technology,wn-0438.spacy
wn-0439,8,271,248,2011-03-14,Japan earthquake shifts Earth's axis 10 centimetres,1516,4,31.0,32,2011 sendai earthquake and tsunami|europe|disasters and accidents|earth|ryan peteranna (wikinewsie)|jet propulsion laboratory|italy|earthquakes|asia|space|nasa|science and technology,wn-0439.spacy
wn-0440,13,316,272,2011-03-17,Expedition 26 crew returns to Earth safely,1622,7,20.92,40,europe|european space agency|north america|united states|soyuz programme|asia|international space station|kazakhstan|russia|space|roscosmos|nasa|science and technology,wn-0440.spacy
wn-0441,14,294,250,2011-03-27,MySpace loses over ten million users in one month,1556,5,17.86,40,europe|music|north america|california|ryan peteranna (wikinewsie)|united states|computing|united kingdom|england|culture and entertainment|myspace|science and technology,wn-0441.spacy
wn-0442,13,285,252,2011-03-30,First images received from orbit around Mercury,1508,6,19.38,35,nasa|north america|united states|geology|astronomy|messenger|mercury (planet)|space|physics|science and technology,wn-0442.spacy
wn-0443,13,328,286,2011-04-13,Anniversary of Yuri Gagarin's spaceflight marks fifty years of human space travel,1716,6,22.0,45,europe|european space agency|soviet union|north america|united states|asia|international space station|russia|space|roscosmos|nasa|science and technology,wn-0443.spacy
wn-0444,38,1066,937,2011-04-13,NASA celebrates 30th anniversary of first shuttle launch; announces new homes for retired shuttles,5733,13,24.66,122,tourism|florida|north america|space|united states|nasa|science and technology|kennedy space center,wn-0444.spacy
wn-0445,25,576,497,2011-05-18,Space Shuttle Endeavour launches for final time,3080,12,19.88,62,florida|arizona|european space agency|north america|united states|kennedy space center|international space station|gabrielle giffords|space|nasa|science and technology,wn-0445.spacy
wn-0446,12,248,216,2011-05-22,Pope speaks with astronauts in orbit for first time,1304,5,18.0,34,europe|arizona|european space agency|religion|north america|united states|italy|the vatican|christianity|international space station|pope benedict xvi|gabrielle giffords|space|nasa|science and technology,wn-0446.spacy
wn-0447,10,223,194,2011-05-25,Expedition 27 crew successfully returns to Earth,1265,7,19.4,40,europe|european space agency|north america|united states|soyuz programme|asia|international space station|kazakhstan|russia|space|roscosmos|nasa,wn-0447.spacy
wn-0448,9,229,196,2011-06-04,Mars Opportunity rover passes distance milestone,1229,6,21.78,32,mars|north america|california|space|united states|nasa|science and technology,wn-0448.spacy
wn-0449,27,707,608,2011-06-04,Space Shuttle Endeavour enters history books after nineteen years following penultimate landing of program,3741,10,22.52,92,international space station|florida|north america|ryan peteranna (wikinewsie)|space|united states|nasa|science and technology,wn-0449.spacy
wn-0450,10,282,247,2011-06-17,Study says young stars 'shoot water bullets',1451,4,24.7,14,europe|netherlands|european space agency|space|science and technology|astronomy,wn-0450.spacy
wn-0451,28,809,704,2011-06-23,Saturn moon Enceladus may have salty ocean,4259,11,25.14,57,europe|european space agency|north america|united states|marine science|chemistry|extraterrestrial water|jet propulsion laboratory|saturn (planet)|space|nasa|science and technology,wn-0451.spacy
wn-0452,11,261,231,2011-06-29,Debris narrowly misses International Space Station,1371,7,21.0,22,europe|european space agency|north america|united states|soyuz programme|asia|international space station|russia|space|roscosmos|nasa|science and technology,wn-0452.spacy
wn-0453,12,274,238,2011-07-01,U.S. space agency NASA sues ex-astronaut,1413,6,19.83,34,"nasa|florida|miami, florida|north america|united states|apollo program|the moon|space|crime and law|science and technology",wn-0453.spacy
wn-0454,19,376,331,2011-07-08,Cassini spacecraft captures large storm on Saturn,2005,6,17.42,35,saturn (planet)|physics|north america|weather|space|united states|nasa|science and technology,wn-0454.spacy
