event_id,doc_id,sent_id,event_type,trigger_word,agent,agent_key,patient,patient_key,location,time_expr,time_value,time_granularity,time_method,time_confidence,sort_key,dct,negated,confidence,sentence
wn-0305:3:85,wn-0305,3,discovery,finding,we,,,,,years,,vague,no_pattern,0.1,,2008-05-22,False,0.6,"Alicia Soderberg, a Hubble and Carnegie-Princeton Fellow at Princeton University in Princeton, New Jersey, explained the significance: ""For years we have dreamed of seeing a star just as it was exploding, but actually finding one is a once in a lifetime event..."
wn-0305:6:116,wn-0305,6,discovery,Observations,,,,,,2770,,vague,no_pattern,0.1,,2008-05-22,False,0.55,Observations were being made of a different supernova in galaxy NGC 2770 when Soderberg noticed a new X-ray ray source had appeared.
wn-0305:7:151,wn-0305,7,failure,explosion,,,a supernova,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.55,A burst of X-rays is produced when the explosion of a supernova reaches the surface of the exploding star.
wn-0305:7:160,wn-0305,7,failure,exploding,,,the exploding star,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.6,A burst of X-rays is produced when the explosion of a supernova reaches the surface of the exploding star.
wn-0305:8:183,wn-0305,8,delay,delay,,,,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.5,"Because the SWIFT orbiting telescope was being used, which provides images as they are received, there was no delay in getting the images and an alert was sent to other major telescopes."
wn-0305:10:279,wn-0305,10,discovery,detection,,,gamma ray bursts,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.55,"The primary task of SWIFT is rapid detection of gamma ray bursts, and because of their short duration the observatory requires constant monitoring."
wn-0305:11:298,wn-0305,11,discovery,observations,,,galaxy,,,2770,,vague,no_pattern,0.1,,2008-05-22,False,0.6,The observations of galaxy NGC 2770 were being done while the satellite was not busy with its major task.
wn-0306:0:24,wn-0306,0,discovery,discovery,,,,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.5,"The Spirit Rover, one of two planetary rovers operated by NASA on the planet Mars, has made an important, though unintentional discovery on the red planet, due to a wheel which has been inoperable on the rover making large gouges in the soil of Mars wherever it goes."
wn-0306:2:110,wn-0306,2,discovery,discovery,,,,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.5,"Scientists at Cornell University in Ithaca, New York who made the discovery, have determined it to be nearly 90 percent pure."
wn-0306:6:207,wn-0306,6,discovery,found,,,The vents,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.6,The vents are usually found around highly volcanic areas at the bottoms of seas and oceans.
wn-0306:7:233,wn-0306,7,discovery,found,,,these vents,,Earth,this day,2008-05-22,day,relative_unit,0.85,2008-05-22,2008-05-22,False,0.65,"To this day, these vents or evidence of them have only been found on Earth."
wn-0306:10:285,wn-0306,10,landing,landed,,,rocks,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.6,"We saw where rocks were thrown into the air and landed to make small indentations in the soft, wet ash sediment around the vent,"" said Dr. Steven Ruff of Arizona State University (ASU) in Arizona, one of the authors of the announcement of the findings published in Science."
wn-0306:10:325,wn-0306,10,discovery,findings,,,,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.5,"We saw where rocks were thrown into the air and landed to make small indentations in the soft, wet ash sediment around the vent,"" said Dr. Steven Ruff of Arizona State University (ASU) in Arizona, one of the authors of the announcement of the findings published in Science."
wn-0306:11:332,wn-0306,11,discovery,finding,,,,,,,2008-05-22,day,dct_fallback,0.25,2008-05-22,2008-05-22,False,0.5,"The finding has lead to more questions about Mars and whether or not it once had life present on it, and if so, where and how much."
wn-0306:19:494,wn-0306,19,landing,landed,,,which,,Mars,January of 2004,2008-01,month,bare_month,0.75,2008-01-01,2008-05-22,False,0.65,Spirit is the first of two rovers which landed on Mars in January of 2004.
wn-0307:0:5,wn-0307,0,launch,launched,the Russian Space Forces,ORG:Russian Space Forces,Three Gonets satellites,,,,2008-05-23,day,dct_fallback,0.25,2008-05-23,2008-05-23,False,0.7,Three Gonets satellites have been launched by the Russian Space Forces atop a Ukranian-built Rokot carrier rocket.
wn-0307:3:62,wn-0307,3,launch,launch,,,modernised Gonets-D1M satellites,,,,2008-05-23,day,dct_fallback,0.25,2008-05-23,2008-05-23,False,0.55,This is the second launch of modernised Gonets-D1M satellites.
wn-0307:8:172,wn-0307,8,launch,launched,,,A small technology demonstration satellite,,,,2008-05-23,day,dct_fallback,0.25,2008-05-23,2008-05-23,False,0.6,"A small technology demonstration satellite, Yubileiny, was also launched."
wn-0307:9:184,wn-0307,9,launch,launch,,,Sputnik,,,,2008-05-23,day,dct_fallback,0.25,2008-05-23,2008-05-23,False,0.55,"It was built to celebrate the 50th anniversary of the launch of Sputnik 1, and will be operated by NPO PM."
wn-0307:13:278,wn-0307,13,launch,launch,,,a Briz upper stage,,,March,2008-03,month,bare_month,0.75,2008-03-01,2008-05-23,False,0.6,"This is the first launch of a Briz upper stage of either type since the failure of a Briz-M during a March Proton launch, which left the AMC-14 satellite stranded in Medium Earth orbit."
wn-0307:13:289,wn-0307,13,failure,failure,,,a Briz-M,,,March,2008-03,month,bare_month,0.75,2008-03-01,2008-05-23,False,0.6,"This is the first launch of a Briz upper stage of either type since the failure of a Briz-M during a March Proton launch, which left the AMC-14 satellite stranded in Medium Earth orbit."
wn-0307:13:299,wn-0307,13,launch,launch,,,Proton,SPACECRAFT:Proton,,March,2008-03,month,bare_month,0.75,2008-03-01,2008-05-23,False,0.75,"This is the first launch of a Briz upper stage of either type since the failure of a Briz-M during a March Proton launch, which left the AMC-14 satellite stranded in Medium Earth orbit."
wn-0307:14:318,wn-0307,14,launch,launch,,,,,,2008,2008,year,year,0.9,2008-01-01,2008-05-23,False,0.55,"This is the 25th orbital launch of 2008 in spaceflight, and the 13th launch of a Rokot."
wn-0307:14:327,wn-0307,14,launch,launch,,,Rokot,SPACECRAFT:Rokot,,2008,2008,year,year,0.9,2008-01-01,2008-05-23,False,0.75,"This is the 25th orbital launch of 2008 in spaceflight, and the 13th launch of a Rokot."
wn-0307:15:335,wn-0307,15,launch,launch,,,Rokot,SPACECRAFT:Rokot,,early-mid September,2008-09,month,bare_month,0.75,2008-09-01,2008-05-23,False,0.75,"The next Rokot launch is scheduled for early-mid September, with the GOCE satellite for the European Space Agency."
wn-0308:0:5,wn-0308,0,landing,landed,,,NASA's Phoenix spacecraft,,Mars,ten-month,P10MO,duration,duration,0.8,,2008-05-26,False,0.65,"NASA's Phoenix spacecraft has landed safely on Mars, following a ten-month flight."
wn-0308:1:17,wn-0308,1,landing,Landing,,,,,,yesterday,2008-05-25,day,day_word,0.9,2008-05-25,2008-05-26,False,0.55,"Landing occurred yesterday evening at around 23:38 GMT (20:38 EDT), with confirmation being received by flight controllers around fifteen minutes later at 23:53, the communications delay due to the time taken for light and radio signals to travel from Mars back to Earth."
wn-0308:1:46,wn-0308,1,delay,delay,,,communications,,,around fifteen minutes later,2008-05-26,day,offset,0.6,2008-05-26,2008-05-26,False,0.6,"Landing occurred yesterday evening at around 23:38 GMT (20:38 EDT), with confirmation being received by flight controllers around fifteen minutes later at 23:53, the communications delay due to the time taken for light and radio signals to travel from Mars back to Earth."
wn-0308:2:68,wn-0308,2,launch,launched,,,Phoenix,SPACECRAFT:Phoenix,,last August,2007-08,month,bare_month,0.75,2007-08-01,2008-05-26,False,0.8,Phoenix was launched atop a Delta II rocket last August.
wn-0308:7:159,wn-0308,7,landing,landing,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"Scientists monitoring the landing at the Jet Propulsion Laboratory in Pasadena, California cheered as the news was transmitted by the spacecraft, saying it had landed safely."
wn-0308:7:182,wn-0308,7,landing,landed,,,it,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.6,"Scientists monitoring the landing at the Jet Propulsion Laboratory in Pasadena, California cheered as the news was transmitted by the spacecraft, saying it had landed safely."
wn-0308:8:203,wn-0308,8,landing,landing,,,,,,7:20 p.m. eastern time,2008-05-26T19:20,time,clock,0.8,2008-05-26T19:20,2008-05-26,False,0.6,"According to the live broadcast on NASA TV, a systems check began in final preparation for landing at 22:20 GMT (7:20 p.m. eastern time) which was given the ""all green""."
wn-0308:15:333,wn-0308,15,landing,landing,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"According to predictions before the landing - based on the sequence of events programmed into onboard computers - the cruise stage, which had controlled the spacecraft during its journey from Earth to Mars, separated from the probe which was to enter the atmosphere at 23:24:15 GMT."
wn-0308:18:423,wn-0308,18,landing,Landing,,,itself,,,23:38:36 GMT,2008-05-26T23:38,time,clock,0.8,2008-05-26T23:38,2008-05-26,False,0.6,Landing itself occurred at 23:38:36 GMT.
wn-0308:19:432,wn-0308,19,landing,descent,,,,,,2001,2001,year,year,0.9,2001-01-01,2008-05-26,False,0.55,"During descent, the spacecraft's progress was monitored by the Mars Reconnaissance Orbiter and 2001 Mars Odyssey spacecraft, already in Areocentric orbit."
wn-0308:20:465,wn-0308,20,landing,descent,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"Mars Odyssey was in contact with Phoenix throughout the descent, including during the phase of the descent where maximum temperatures were reached, when controllers had predicted that data would be lost."
wn-0308:20:473,wn-0308,20,landing,descent,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"Mars Odyssey was in contact with Phoenix throughout the descent, including during the phase of the descent where maximum temperatures were reached, when controllers had predicted that data would be lost."
wn-0308:20:488,wn-0308,20,failure,lost,,,data,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.6,"Mars Odyssey was in contact with Phoenix throughout the descent, including during the phase of the descent where maximum temperatures were reached, when controllers had predicted that data would be lost."
wn-0308:21:506,wn-0308,21,landing,descent,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,The HiRISE camera on Mars Reconnaissance Orbiter was able to photograph Phoenix under its parachute during descent.
wn-0308:25:567,wn-0308,25,landing,landed,,,The spacecraft,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.6,"The spacecraft landed in an area near the North Pole of Mars, unofficially named the Green Valley."
wn-0308:28:619,wn-0308,28,failure,cancelled,,,the cancelled 2001 Mars Surveyor lander,,,2001,2001,year,year,0.9,2001-01-01,2008-05-26,False,0.65,"Some of these were taken from the cancelled 2001 Mars Surveyor lander, and some others were derived from instruments flown on the Mars Polar Lander (MPL) spacecraft."
wn-0308:29:645,wn-0308,29,launch,launched,,,MPL,ORG:MPL,,January 1999,1999-01,month,month_year,0.95,1999-01-01,2008-05-26,False,0.8,"MPL was launched in January 1999, but failed during its descent to the Martian surface."
wn-0308:29:651,wn-0308,29,failure,failed,,,MPL,ORG:MPL,,January 1999,1999-01,month,month_year,0.95,1999-01-01,2008-05-26,False,0.8,"MPL was launched in January 1999, but failed during its descent to the Martian surface."
wn-0308:29:654,wn-0308,29,landing,descent,,,its,,,January 1999,1999-01,month,month_year,0.95,1999-01-01,2008-05-26,False,0.6,"MPL was launched in January 1999, but failed during its descent to the Martian surface."
wn-0308:30:660,wn-0308,30,landing,Landing,,,,,Mars,today,2008-05-26,day,day_word,0.9,2008-05-26,2008-05-26,False,0.6,"Landing on Mars is considered to be one of the most difficult challenges in space exploration, and one scientist working on today's landing said that ""this is not a trip to Grandma's for the weekend""."
wn-0308:30:684,wn-0308,30,landing,landing,,,,,,today,2008-05-26,day,day_word,0.9,2008-05-26,2008-05-26,False,0.55,"Landing on Mars is considered to be one of the most difficult challenges in space exploration, and one scientist working on today's landing said that ""this is not a trip to Grandma's for the weekend""."
wn-0308:31:710,wn-0308,31,failure,failed,,,More than half,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.6,"More than half of previous missions to Mars have failed, leading to jokes that exploration of the planet is cursed."
wn-0308:32:731,wn-0308,32,launch,launched,,,the 38th spacecraft,,,the 19th,,vague,no_pattern,0.1,,2008-05-26,False,0.65,"This is the 38th spacecraft to be launched to Mars, and the 19th to arrive successfully, bringing the success rate to exactly 50 percent."
wn-0308:33:760,wn-0308,33,landing,landing,,,,,Mars,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"It is also the 12th spacecraft to attempt a landing on Mars, and the 7th to successfully accomplish this."
wn-0308:34:776,wn-0308,34,landing,landing,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"Upon confirmation of landing, a flight controller was heard to exclaim ""The Phoenix has landed, welcome to Vastitas Borealis!"", whilst others cheered, and congratulated each other on the successful landing."
wn-0308:34:789,wn-0308,34,landing,landed,,,Phoenix,SPACECRAFT:Phoenix,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.75,"Upon confirmation of landing, a flight controller was heard to exclaim ""The Phoenix has landed, welcome to Vastitas Borealis!"", whilst others cheered, and congratulated each other on the successful landing."
wn-0308:34:809,wn-0308,34,landing,landing,,,,,,,2008-05-26,day,dct_fallback,0.25,2008-05-26,2008-05-26,False,0.5,"Upon confirmation of landing, a flight controller was heard to exclaim ""The Phoenix has landed, welcome to Vastitas Borealis!"", whilst others cheered, and congratulated each other on the successful landing."
wn-0309:0:6,wn-0309,0,launch,launched,ChinaThe Chinese National Space Administration,ORG:ChinaThe Chinese National Space Administration,a Long March 4C carrier rocket,,,,2008-05-27,day,dct_fallback,0.25,2008-05-27,2008-05-27,False,0.7,"ChinaThe Chinese National Space Administration has launched a Long March 4C carrier rocket, carrying the Fengyun-3A (FY-3A) weather satellite."
wn-0309:1:35,wn-0309,1,launch,launched,,,which,,,the next twelve years,P12Y,duration,duration,0.8,,2008-05-27,False,0.65,"FY-3A is the first of thirteen Fengyun-3 satellites, which will be launched in the next twelve years."
wn-0309:2:44,wn-0309,2,launch,launch,,,,,,,2008-05-27,day,dct_fallback,0.25,2008-05-27,2008-05-27,False,0.5,"The launch occurred from Launch Area 1 at the Taiyuan Satellite Launch Centre in Shanxi province, China."
wn-0309:7:150,wn-0309,7,launch,launched,,,the most advanced Chinese weather satellite,,,,2008-05-27,day,dct_fallback,0.25,2008-05-27,2008-05-27,False,0.6,"With a 250 metre resolution, it is the most advanced Chinese weather satellite yet launched."
wn-0309:8:158,wn-0309,8,launch,launch,,,,,,2008,2008,year,year,0.9,2008-01-01,2008-05-27,False,0.55,"This is the 26th orbital launch of 2008, the 106th launch of a Long March rocket, and the 3rd launch of the Long March 4C, which first flew in 2006."
wn-0309:8:164,wn-0309,8,launch,launch,,,106th,NORP:106th,,2008,2008,year,year,0.9,2008-01-01,2008-05-27,False,0.75,"This is the 26th orbital launch of 2008, the 106th launch of a Long March rocket, and the 3rd launch of the Long March 4C, which first flew in 2006."
wn-0309:8:174,wn-0309,8,launch,launch,,,the Long March 4C,,,2006,2006,year,year,0.9,2006-01-01,2008-05-27,False,0.6,"This is the 26th orbital launch of 2008, the 106th launch of a Long March rocket, and the 3rd launch of the Long March 4C, which first flew in 2006."
wn-0309:9:191,wn-0309,9,launch,launch,,,Chinese,NORP:Chinese,,,2008-05-27,day,dct_fallback,0.25,2008-05-27,2008-05-27,False,0.7,"The next scheduled Chinese launch is believed to be a Long March 3B from the Xichang Satellite Launch Centre, with the Chinasat 9 satellite."
wn-0310:6:172,wn-0310,6,launch,launch,,,,,,Saturday,2008-05-31,day,relative_weekday,0.7,2008-05-31,2008-05-28,False,0.6,"NASA officials are now considering flying in replacement parts for the toilet and putting them on Space Shuttle Discovery, which is due to launch on Saturday and scheduled to arrive at the ISS on Monday."
wn-0311:0:5,wn-0311,0,launch,launched,,,Space Shuttle Discovery,SPACECRAFT:Space Shuttle Discovery,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.75,"Space Shuttle Discovery has successfully launched from Launch Complex 39A at the Kennedy Space Center in Florida, beginning mission STS-124."
wn-0311:6:142,wn-0311,6,launch,launched,,,Space Shuttle,SPACECRAFT:Space Shuttle,,JEM PM,,vague,no_pattern,0.1,,2008-05-31,False,0.8,"The JEM Pressurised Module (JEM PM or JPM) is the largest laboratory module of the International Space Station, and one of the largest payloads ever launched by the Space Shuttle."
wn-0311:7:160,wn-0311,7,launch,launched,,,RMS,ORG:RMS,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.75,"The main Japanese robot arm, or RMS, will also be launched on this mission."
wn-0311:12:262,wn-0311,12,launch,launch,,,,,,11:30 GMT,2008-05-31T11:30,time,clock,0.8,2008-05-31T11:30,2008-05-31,False,0.55,"The astronauts were awoken at 11:30 GMT on launch day, and began preparations for their launch."
wn-0311:12:270,wn-0311,12,launch,launch,,,their,,,11:30 GMT,2008-05-31T11:30,time,clock,0.8,2008-05-31T11:30,2008-05-31,False,0.6,"The astronauts were awoken at 11:30 GMT on launch day, and began preparations for their launch."
wn-0311:14:300,wn-0311,14,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,The launch coincides with Kelly's father's birthday.
wn-0311:15:312,wn-0311,15,launch,launch,,,,,,several months,,vague,no_pattern,0.1,,2008-05-31,False,0.55,Preparations for launch had been underway for several months.
wn-0311:17:355,wn-0311,17,launch,Launch,,,Mobile,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"Following tests in a checkout cell, it was mated with two solid rocket boosters which had been assembled on a Mobile Launch Platform."
wn-0311:19:394,wn-0311,19,launch,launch,,,,,,about a week later,2008-06-07,day,offset,0.85,2008-06-07,2008-05-31,False,0.55,"Rollover occurred in late April, and was followed by rollout to the launch pad about a week later."
wn-0311:23:462,wn-0311,23,launch,launch,,,,,,the end of April 2008,2008-04,month,month_year,0.95,2008-04-01,2008-05-31,False,0.55,"At the end of April 2008, the module was placed in a transportation canister, and moved to the launch pad."
wn-0311:24:470,wn-0311,24,launch,launch,,,,,,about a week ahead,P1W,duration,duration,0.8,,2008-05-31,False,0.55,The payload arrived at the launch pad about a week ahead of the Shuttle.
wn-0311:25:485,wn-0311,25,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Once Discovery arrived at the launch pad, the module was placed into Discovery's payload bay."
wn-0311:29:576,wn-0311,29,discovery,Discovery,,,,,,11:50 GMT,2008-05-31T11:50,time,clock,0.8,2008-05-31T11:50,2008-05-31,False,0.55,Fueling of Discovery's External Tank in preparation for launch began at 11:50 GMT.
wn-0311:29:583,wn-0311,29,launch,launch,,,,,,11:50 GMT,2008-05-31T11:50,time,clock,0.8,2008-05-31T11:50,2008-05-31,False,0.55,Fueling of Discovery's External Tank in preparation for launch began at 11:50 GMT.
wn-0311:31:617,wn-0311,31,failure,failures,,,ECO,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"ECO sensor failures had caused a number of delays to recent Shuttle launch attempts, and STS-124 is the first mission to use a modified tank, which is intended to eliminate such faults."
wn-0311:31:623,wn-0311,31,delay,delays,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"ECO sensor failures had caused a number of delays to recent Shuttle launch attempts, and STS-124 is the first mission to use a modified tank, which is intended to eliminate such faults."
wn-0311:31:627,wn-0311,31,launch,launch,,,Shuttle,NORP:Shuttle,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.7,"ECO sensor failures had caused a number of delays to recent Shuttle launch attempts, and STS-124 is the first mission to use a modified tank, which is intended to eliminate such faults."
wn-0311:32:671,wn-0311,32,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"At the time at which tanking began, weather forecasters predicted an 80 percent chance of acceptable conditions at the scheduled launch time."
wn-0311:34:711,wn-0311,34,failure,accident,,,Columbia,ORG:Columbia,,2003,2003,year,year,0.9,2003-01-01,2008-05-31,False,0.75,"In addition to the ECO sensor modifications, this was the first mission to use an External Tank manufactured after the Columbia accident in 2003, and therefore the first tank to have all safety enhancements built into it, rather than retrofitted."
wn-0311:37:790,wn-0311,37,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Following walkout, the crew boarded a bus known as the ""astrovan"", which was used to transport them to the launch pad."
wn-0311:38:798,wn-0311,38,launch,launch,,,,,,17:38,2008-05-31T17:38,time,clock,0.8,2008-05-31T17:38,2008-05-31,False,0.55,"The crew arrived at the launch pad at 17:31, and began boarding Discovery at 17:38."
wn-0311:50:1028,wn-0311,50,launch,launch,,,,,,21:08:59,2008-05-31T21:08,time,clock,0.8,2008-05-31T21:08,2008-05-31,False,0.55,"During this hold, flight controllers set the exact launch time to be 21:02:12 GMT, and confirmed that the launch window would end at 21:08:59 GMT."
wn-0311:50:1039,wn-0311,50,launch,launch,,,,,,21:08:59,2008-05-31T21:08,time,clock,0.8,2008-05-31T21:08,2008-05-31,False,0.55,"During this hold, flight controllers set the exact launch time to be 21:02:12 GMT, and confirmed that the launch window would end at 21:08:59 GMT."
wn-0311:52:1065,wn-0311,52,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Shortly before the end of the hold, the launch director described conditions as a ""gorgeous day to launch"", and wished the crew ""good luck and Godspeed""."
wn-0311:52:1075,wn-0311,52,launch,launch,,,"a ""gorgeous day",,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.6,"Shortly before the end of the hold, the launch director described conditions as a ""gorgeous day to launch"", and wished the crew ""good luck and Godspeed""."
wn-0311:55:1155,wn-0311,55,launch,launch,,,,,,seven minutes,PT7M,duration,duration,0.8,,2008-05-31,False,0.55,"When giving clearance to retract the Orbiter Access arm from the Shuttle, seven minutes before launch, the Orbiter Test Conductor wished the crew ""best of luck delivering JEM to the International Space Station""."
wn-0311:56:1180,wn-0311,56,launch,launch,,,,,,Four minutes,PT4M,duration,duration,0.8,,2008-05-31,False,0.55,"Four minutes before launch, the engines were purged of gasses, and tests of the flight control surfaces began."
wn-0311:60:1271,wn-0311,60,launch,Launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,Launch occurred on schedule at 21:02:12 GMT.
wn-0311:61:1299,wn-0311,61,launch,launch,,,,,,around eight and a half minutes,,vague,no_pattern,0.1,,2008-05-31,False,0.55,"The Solid Rocket Boosters separated about 120 seconds into the flight, and around eight and a half minutes after launch, the Main Engines (SSMEs) shut down, and the External Tank was jettisoned."
wn-0311:65:1379,wn-0311,65,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"At the time of launch, the International Space Station was flying over the Atlantic Ocean, South-East of Canada."
wn-0311:66:1399,wn-0311,66,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Following launch, a fault was detected with the backup electrical system controlling the left OMS engine gimbal actuator."
wn-0311:66:1404,wn-0311,66,discovery,detected,,,a fault,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.6,"Following launch, a fault was detected with the backup electrical system controlling the left OMS engine gimbal actuator."
wn-0311:68:1452,wn-0311,68,failure,failure,,,both transducers,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"The fault was later traced to the failure of both transducers in the unit, and it was reported that the problem was probably due to an equipment malfunction as opposed to a faulty sensor."
wn-0311:68:1473,wn-0311,68,failure,malfunction,,,equipment,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"The fault was later traced to the failure of both transducers in the unit, and it was reported that the problem was probably due to an equipment malfunction as opposed to a faulty sensor."
wn-0311:68:1478,wn-0311,68,failure,faulty,,,a faulty sensor,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"The fault was later traced to the failure of both transducers in the unit, and it was reported that the problem was probably due to an equipment malfunction as opposed to a faulty sensor."
wn-0311:69:1485,wn-0311,69,failure,faulty,,,the faulty actuator,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"When asked about the faulty actuator, NASA Administrator Mike Griffin stated that at the ""worst case it would be a loss of redundancy but we will still be able to use that system""."
wn-0311:69:1503,wn-0311,69,failure,loss,,,redundancy,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"When asked about the faulty actuator, NASA Administrator Mike Griffin stated that at the ""worst case it would be a loss of redundancy but we will still be able to use that system""."
wn-0311:72:1558,wn-0311,72,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"Processing and countdown progressed smoothly, and were described by Discovery's processing and launch flow director, Stephanie Stilson, as being ""a very clean flow""."
wn-0311:74:1597,wn-0311,74,launch,launch,,,,,,Around four hours,PT4H,duration,duration,0.8,,2008-05-31,False,0.55,"Around four hours prior to launch, Stilson remarked that there had been 73 anomalies detected so far."
wn-0311:74:1606,wn-0311,74,failure,anomalies,,,,,,Around four hours,PT4H,duration,duration,0.8,,2008-05-31,False,0.55,"Around four hours prior to launch, Stilson remarked that there had been 73 anomalies detected so far."
wn-0311:74:1607,wn-0311,74,discovery,detected,,,73 anomalies,,,Around four hours,PT4H,duration,duration,0.8,,2008-05-31,False,0.65,"Around four hours prior to launch, Stilson remarked that there had been 73 anomalies detected so far."
wn-0311:75:1615,wn-0311,75,failure,anomalies,,,,,,76,,vague,no_pattern,0.1,,2008-05-31,False,0.55,"The smallest number of anomalies during the countdown for a previous mission was 76, for STS-103."
wn-0311:76:1639,wn-0311,76,failure,abort,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Moron AFB in Spain was considered the primary transoceanic abort landing (TAL) site, should an engine failure, or other major problem have occurred during early ascent."
wn-0311:76:1640,wn-0311,76,landing,landing,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"Moron AFB in Spain was considered the primary transoceanic abort landing (TAL) site, should an engine failure, or other major problem have occurred during early ascent."
wn-0311:76:1649,wn-0311,76,failure,failure,,,engine,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.55,"Moron AFB in Spain was considered the primary transoceanic abort landing (TAL) site, should an engine failure, or other major problem have occurred during early ascent."
wn-0311:78:1683,wn-0311,78,failure,abort,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"The weather at both of these sites was good, however no abort was required during the launch."
wn-0311:78:1688,wn-0311,78,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"The weather at both of these sites was good, however no abort was required during the launch."
wn-0311:84:1787,wn-0311,84,launch,launch,,,,,,2008,2008,year,year,0.9,2008-01-01,2008-05-31,False,0.55,"This is the fourth manned, and 27th orbital launch of 2008."
wn-0311:85:1797,wn-0311,85,launch,launch,,,,,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.5,"At a press conference following launch, NASA Administrator Mike Griffin stated that it was ""a huge day for the space station partnership"", and that the International Space Station was ""a place in orbit where we can learn to live and work in space""."
wn-0311:86:1847,wn-0311,86,launch,launch,,,the Japanese Experiment Module,ORG:Japanese Experiment Module,,,2008-05-31,day,dct_fallback,0.25,2008-05-31,2008-05-31,False,0.7,"He congratulated JAXA on the launch of the Japanese Experiment Module, saying that ""Japan has now built a first class laboratory...which is capable of supporting humans in space"", and that ""with this step Japan has shown itself to be capable of performing at the highest levels of space exploration""."
